quarter,hb,simd,episodes,length_of_stay
2018Q2,Lothian,2,5516,21192
2018Q3,Lothian,2,5504,22988
2018Q4,Lothian,2,5697,25168
2019Q1,Lothian,2,5650,23006
2019Q2,Lothian,2,5987,25353
2019Q3,Lothian,2,5846,23789
2019Q4,Lothian,2,5722,22615
2020Q1,Lothian,2,5276,23392
2020Q2,Lothian,2,4090,15404
2020Q3,Lothian,2,5186,19245
2020Q4,Lothian,2,5204,22522
2021Q1,Lothian,2,5145,21669
2021Q2,Lothian,2,5591,20065
2021Q3,Lothian,2,5442,22406
2021Q4,Lothian,2,4880,23300
2022Q1,Lothian,2,4826,20709
2022Q2,Lothian,2,4944,22254
2022Q3,Lothian,2,4734,22538
2017Q3,Lothian,3,3784,15279
2017Q4,Lothian,3,4100,18078
2018Q1,Lothian,3,4110,15711
2018Q2,Lothian,3,3752,15906
2018Q3,Lothian,3,3681,14036
2018Q4,Lothian,3,3886,15996
2019Q1,Lothian,3,4018,14968
2019Q2,Lothian,3,4166,17022
2019Q3,Lothian,3,3777,12427
2019Q4,Lothian,3,4133,13128
2020Q1,Lothian,3,3750,15870
2020Q2,Lothian,3,2729,9845
2020Q3,Lothian,3,3623,11915
2020Q4,Lothian,3,3698,13407
2021Q1,Lothian,3,3655,14137
2021Q2,Lothian,3,4010,16308
2021Q3,Lothian,3,3791,14250
2021Q4,Lothian,3,3623,14371
2022Q1,Lothian,3,3494,14141
2022Q2,Lothian,3,3428,16195
2022Q3,Lothian,3,3454,17061
2017Q3,Lothian,4,3446,11993
2017Q4,Lothian,4,3710,13444
2018Q1,Lothian,4,3567,13897
2018Q2,Lothian,4,3799,14999
2018Q3,Lothian,4,3575,14429
2018Q4,Lothian,4,3697,14355
2019Q1,Lothian,4,3578,14329
2019Q2,Lothian,4,3548,14103
2019Q3,Lothian,4,3683,13313
2019Q4,Lothian,4,3701,14772
2020Q1,Lothian,4,3353,15689
2020Q2,Lothian,4,2659,9525
2020Q3,Lothian,4,3413,11199
2020Q4,Lothian,4,3420,12579
2021Q1,Lothian,4,3128,13398
2021Q2,Lothian,4,3585,12922
2021Q3,Lothian,4,3680,13732
2021Q4,Lothian,4,3577,15470
2022Q1,Lothian,4,3253,15319
2022Q2,Lothian,4,3265,15020
2022Q3,Lothian,4,3186,14815
2017Q3,Lothian,5,4890,20497
2017Q4,Lothian,5,5080,24288
2018Q1,Lothian,5,4809,22835
2018Q2,Lothian,5,4797,23217
2018Q3,Lothian,5,4769,22375
2018Q4,Lothian,5,5000,23089
2019Q1,Lothian,5,4740,23198
2019Q2,Lothian,5,4810,20656
2019Q3,Lothian,5,4973,21258
2019Q4,Lothian,5,5000,23639
2020Q1,Lothian,5,4649,23501
2020Q2,Lothian,5,3566,16241
2020Q3,Lothian,5,4744,17995
2020Q4,Lothian,5,4593,20454
2021Q1,Lothian,5,4594,21301
2021Q2,Lothian,5,4895,20184
2021Q3,Lothian,5,4623,21261
2021Q4,Lothian,5,4292,20191
2022Q1,Lothian,5,4395,20893
2022Q2,Lothian,5,4509,24346
2022Q3,Lothian,5,4470,25488
2017Q3,Lothian,1,1482,4182
2017Q4,Lothian,1,1463,4419
2018Q1,Lothian,1,1445,4061
2018Q2,Lothian,1,1497,3778
2018Q3,Lothian,1,1385,3641
2018Q4,Lothian,1,1497,4276
2019Q1,Lothian,1,1595,3987
2019Q2,Lothian,1,1549,3969
2019Q3,Lothian,1,1548,4030
2019Q4,Lothian,1,1590,3847
2020Q1,Lothian,1,1514,3619
2020Q2,Lothian,1,1238,2638
2020Q3,Lothian,1,1610,3913
2020Q4,Lothian,1,1533,3508
2021Q1,Lothian,1,1596,3524
2021Q2,Lothian,1,1745,3842
2021Q3,Lothian,1,1544,3517
2021Q4,Lothian,1,1562,3956
2022Q1,Lothian,1,1600,4138
2022Q2,Lothian,1,1619,3540
2022Q3,Lothian,1,1592,4270
2017Q3,Lothian,2,2582,7302
2017Q4,Lothian,2,2606,7788
2018Q1,Lothian,2,2654,7946
2018Q2,Lothian,2,2553,6162
2018Q3,Lothian,2,2603,6591
2018Q4,Lothian,2,2616,7007
2019Q1,Lothian,2,2634,6732
2019Q2,Lothian,2,2817,6996
2019Q3,Lothian,2,2636,6629
2019Q4,Lothian,2,2976,7476
2020Q1,Lothian,2,2957,8487
2020Q2,Lothian,2,2167,4868
2020Q3,Lothian,2,2763,5979
2020Q4,Lothian,2,2652,6421
2021Q1,Lothian,2,2734,6463
2021Q2,Lothian,2,3067,5944
2021Q3,Lothian,2,2938,6561
2021Q4,Lothian,2,2964,6737
2022Q1,Lothian,2,2749,6656
2022Q2,Lothian,2,3004,6810
2022Q3,Lothian,2,2961,7353
2017Q3,Lothian,3,1637,3864
2017Q4,Lothian,3,1907,5223
2018Q1,Lothian,3,1862,4492
2018Q2,Lothian,3,1855,4784
2018Q3,Lothian,3,1787,5303
2018Q4,Lothian,3,1795,5205
2019Q1,Lothian,3,1742,4146
2019Q2,Lothian,3,1870,4227
2019Q3,Lothian,3,1973,4828
2019Q4,Lothian,3,2033,4356
2020Q1,Lothian,3,2141,5761
2020Q2,Lothian,3,1622,2987
2020Q3,Lothian,3,1988,3699
2020Q4,Lothian,3,1891,3859
2021Q1,Lothian,3,1909,3886
2021Q2,Lothian,3,2171,4137
2021Q3,Lothian,3,1943,3713
2021Q4,Lothian,3,1801,4791
2022Q1,Lothian,3,1891,4784
2022Q2,Lothian,3,1926,4123
2022Q3,Lothian,3,1936,5115
2017Q3,Lothian,4,1393,3252
2017Q4,Lothian,4,1400,2848
2018Q1,Lothian,4,1472,2996
2018Q2,Lothian,4,1424,3282
2018Q3,Lothian,4,1480,2972
2018Q4,Lothian,4,1526,3281
2019Q1,Lothian,4,1543,3809
2019Q2,Lothian,4,1657,3355
2019Q3,Lothian,4,1722,3914
2019Q4,Lothian,4,1742,4444
2020Q1,Lothian,4,1719,3619
2020Q2,Lothian,4,1142,2391
2020Q3,Lothian,4,1490,2413
2020Q4,Lothian,4,1464,2312
2021Q1,Lothian,4,1545,2912
2021Q2,Lothian,4,1631,2715
2021Q3,Lothian,4,1647,3290
2021Q4,Lothian,4,1720,3118
2022Q1,Lothian,4,1825,2717
2022Q2,Lothian,4,1901,3576
2022Q3,Lothian,4,1783,3273
2017Q3,Lothian,5,1527,2365
2017Q4,Lothian,5,1502,3123
2018Q1,Lothian,5,1575,2810
2018Q2,Lothian,5,1694,2854
2018Q3,Lothian,5,1604,2759
2018Q4,Lothian,5,1705,3134
2019Q1,Lothian,5,1609,3009
2019Q2,Lothian,5,1749,2843
2019Q3,Lothian,5,1755,2735
2019Q4,Lothian,5,1780,3044
2020Q1,Lothian,5,1805,3182
2020Q2,Lothian,5,991,1465
2020Q3,Lothian,5,1472,2384
2020Q4,Lothian,5,1546,2159
2021Q1,Lothian,5,1523,2591
2021Q2,Lothian,5,1636,2392
2021Q3,Lothian,5,1570,2727
2021Q4,Lothian,5,1525,2053
2022Q1,Lothian,5,1761,2664
2022Q2,Lothian,5,1823,3029
2022Q3,Lothian,5,1679,2705
2017Q3,Lothian,1,2278,7056
2017Q4,Lothian,1,2338,7820
2018Q1,Lothian,1,2185,6539
2018Q2,Lothian,1,2431,6960
2018Q3,Lothian,1,2283,7618
2018Q4,Lothian,1,2258,7330
2019Q1,Lothian,1,2521,7597
2019Q2,Lothian,1,2552,7594
2019Q3,Lothian,1,2336,7138
2019Q4,Lothian,1,2389,6089
2020Q1,Lothian,1,2292,7537
2020Q2,Lothian,1,1861,4982
2020Q3,Lothian,1,2025,5772
2020Q4,Lothian,1,2116,5094
2021Q1,Lothian,1,2169,5902
2021Q2,Lothian,1,2246,5868
2021Q3,Lothian,1,2203,4809
2021Q4,Lothian,1,2002,6866
2022Q1,Lothian,1,1893,5150
2022Q2,Lothian,1,2180,6442
2022Q3,Lothian,1,2129,5146
2017Q3,Lothian,2,3928,12685
2017Q4,Lothian,2,4182,12755
2018Q1,Lothian,2,3969,12534
2018Q2,Lothian,2,4093,13133
2018Q3,Lothian,2,4018,12182
2018Q4,Lothian,2,4027,13175
2019Q1,Lothian,2,4068,14343
2019Q2,Lothian,2,4369,10741
2019Q3,Lothian,2,4384,11343
2019Q4,Lothian,2,4143,10935
2020Q1,Lothian,2,4079,12134
2020Q2,Lothian,2,3153,8304
2020Q3,Lothian,2,3447,8872
2020Q4,Lothian,2,3591,11088
2021Q1,Lothian,2,3503,9179
2021Q2,Lothian,2,3632,8618
2021Q3,Lothian,2,3611,10832
2021Q4,Lothian,2,3562,8813
2022Q1,Lothian,2,3422,9691
2022Q2,Lothian,2,3721,9043
2022Q3,Lothian,2,3899,11022
2017Q3,Lothian,3,3187,8198
2017Q4,Lothian,3,3083,8625
2018Q1,Lothian,3,3178,8607
2018Q2,Lothian,3,3042,7771
2018Q3,Lothian,3,3139,8971
2018Q4,Lothian,3,3334,8887
2019Q1,Lothian,3,3097,8025
2019Q2,Lothian,3,3531,9030
2019Q3,Lothian,3,3383,8597
2019Q4,Lothian,3,3455,8200
2020Q1,Lothian,3,3192,7260
2020Q2,Lothian,3,2271,6101
2020Q3,Lothian,3,2463,5708
2020Q4,Lothian,3,2687,6475
2021Q1,Lothian,3,2669,7164
2021Q2,Lothian,3,2949,6285
2021Q3,Lothian,3,2845,6038
2021Q4,Lothian,3,2742,7947
2022Q1,Lothian,3,2774,6688
2022Q2,Lothian,3,2817,6816
2022Q3,Lothian,3,2894,7783
2017Q3,Lothian,4,3316,8301
2017Q4,Lothian,4,3245,7964
2018Q1,Lothian,4,3075,9633
2018Q2,Lothian,4,3132,8187
2018Q3,Lothian,4,3306,7758
2018Q4,Lothian,4,3435,9266
2019Q1,Lothian,4,3313,7809
2019Q2,Lothian,4,3447,7985
2019Q3,Lothian,4,3560,8953
2019Q4,Lothian,4,3405,8006
2020Q1,Lothian,4,3165,8672
2020Q2,Lothian,4,2581,5445
2020Q3,Lothian,4,2668,5932
2020Q4,Lothian,4,3056,6743
2021Q1,Lothian,4,2952,6803
2021Q2,Lothian,4,3211,6803
2021Q3,Lothian,4,3342,6882
2021Q4,Lothian,4,3226,7687
2022Q1,Lothian,4,3152,7405
2022Q2,Lothian,4,3187,7054
2022Q3,Lothian,4,3379,6807
2017Q3,Lothian,5,5723,16500
2017Q4,Lothian,5,5884,16509
2018Q1,Lothian,5,5825,17926
2018Q2,Lothian,5,5991,19020
2018Q3,Lothian,5,5919,17015
2018Q4,Lothian,5,6377,16597
2019Q1,Lothian,5,6260,15469
2019Q2,Lothian,5,6289,14357
2019Q3,Lothian,5,6265,12701
2019Q4,Lothian,5,6363,15531
2020Q1,Lothian,5,5934,16219
2020Q2,Lothian,5,4391,10444
2020Q3,Lothian,5,4949,10231
2020Q4,Lothian,5,5521,12085
2021Q1,Lothian,5,5335,12920
2021Q2,Lothian,5,5669,12756
2021Q3,Lothian,5,5812,12530
2021Q4,Lothian,5,6134,15176
2022Q1,Lothian,5,6226,14689
2022Q2,Lothian,5,6190,16552
2022Q3,Lothian,5,6757,15261
2018Q2,Orkney,1,5,NA
2018Q3,Orkney,1,5,NA
2018Q4,Orkney,1,5,8
2019Q2,Orkney,1,NA,5
2019Q4,Orkney,1,NA,5
2020Q4,Orkney,1,5,NA
2021Q3,Orkney,1,5,11
2022Q2,Orkney,1,5,NA
2017Q3,Orkney,2,189,441
2017Q4,Orkney,2,217,557
2018Q1,Orkney,2,240,537
2018Q2,Orkney,2,198,515
2018Q3,Orkney,2,241,585
2018Q4,Orkney,2,243,576
2019Q1,Orkney,2,231,519
2019Q2,Orkney,2,184,592
2019Q3,Orkney,2,235,482
2019Q4,Orkney,2,245,598
2020Q1,Orkney,2,196,663
2020Q2,Orkney,2,157,539
2020Q3,Orkney,2,210,370
2020Q4,Orkney,2,223,508
2021Q1,Orkney,2,243,528
2021Q2,Orkney,2,242,1099
2021Q3,Orkney,2,254,678
2021Q4,Orkney,2,220,837
2022Q1,Orkney,2,226,596
2022Q2,Orkney,2,258,698
2022Q3,Orkney,2,211,751
2017Q3,Orkney,3,199,937
2017Q4,Orkney,3,206,839
2018Q1,Orkney,3,232,818
2018Q2,Orkney,3,246,679
2018Q3,Orkney,3,231,665
2018Q4,Orkney,3,228,607
2019Q1,Orkney,3,234,456
2019Q2,Orkney,3,275,804
2019Q3,Orkney,3,266,979
2019Q4,Orkney,3,265,621
2020Q1,Orkney,3,256,882
2020Q2,Orkney,3,160,507
2020Q3,Orkney,3,218,598
2020Q4,Orkney,3,208,840
2021Q1,Orkney,3,226,731
2021Q2,Orkney,3,233,939
2021Q3,Orkney,3,253,646
2021Q4,Orkney,3,267,630
2022Q1,Orkney,3,242,654
2022Q2,Orkney,3,258,884
2022Q3,Orkney,3,213,799
2017Q3,Orkney,4,527,1184
2017Q4,Orkney,4,669,2132
2018Q1,Orkney,4,669,1595
2018Q2,Orkney,4,637,1873
2018Q3,Orkney,4,623,2006
2018Q4,Orkney,4,734,1770
2019Q1,Orkney,4,721,2141
2019Q2,Orkney,4,739,2368
2019Q3,Orkney,4,780,1547
2019Q4,Orkney,4,789,1813
2020Q1,Orkney,4,723,1882
2020Q2,Orkney,4,503,1623
2020Q3,Orkney,4,684,1626
2020Q4,Orkney,4,766,1846
2021Q1,Orkney,4,742,1716
2021Q2,Orkney,4,778,1956
2021Q3,Orkney,4,791,2230
2021Q4,Orkney,4,819,1992
2022Q1,Orkney,4,827,2381
2022Q2,Orkney,4,769,2621
2022Q3,Orkney,4,723,2013
2017Q3,Orkney,5,5,NA
2017Q4,Orkney,5,5,26
2018Q1,Orkney,5,5,236
2018Q2,Orkney,5,5,5
2018Q3,Orkney,5,5,NA
2018Q4,Orkney,5,5,NA
2019Q1,Orkney,5,5,NA
2019Q2,Orkney,5,5,21
2019Q3,Orkney,5,5,NA
2020Q1,Orkney,5,10,11
2020Q2,Orkney,5,5,NA
2020Q3,Orkney,5,5,NA
2020Q4,Orkney,5,NA,5
2021Q1,Orkney,5,5,NA
2021Q2,Orkney,5,5,8
2021Q3,Orkney,5,10,18
2021Q4,Orkney,5,10,16
2022Q1,Orkney,5,5,15
2022Q2,Orkney,5,5,22
2022Q3,Orkney,5,NA,16
2018Q2,Orkney,1,5,NA
2018Q3,Orkney,1,5,NA
2018Q4,Orkney,1,5,8
2019Q2,Orkney,1,NA,5
2019Q4,Orkney,1,NA,5
2020Q4,Orkney,1,5,NA
2021Q3,Orkney,1,5,11
2022Q2,Orkney,1,5,NA
2017Q3,Orkney,2,189,441
2017Q4,Orkney,2,217,557
2018Q1,Orkney,2,240,537
2018Q2,Orkney,2,198,515
2018Q3,Orkney,2,241,585
2018Q4,Orkney,2,243,576
2019Q1,Orkney,2,231,519
2019Q2,Orkney,2,184,592
2019Q3,Orkney,2,235,482
2019Q4,Orkney,2,245,598
2020Q1,Orkney,2,196,663
2020Q2,Orkney,2,157,539
2020Q3,Orkney,2,210,370
2020Q4,Orkney,2,223,508
2021Q1,Orkney,2,243,528
2021Q2,Orkney,2,242,1099
2021Q3,Orkney,2,254,678
2021Q4,Orkney,2,220,837
2022Q1,Orkney,2,226,596
2022Q2,Orkney,2,258,698
2022Q3,Orkney,2,211,751
2017Q3,Orkney,3,199,937
