hb,month,season,number_of_attendances_aggregate,discharge_destination_admission_to_same,discharge_destination_residence
Ayrshire and Arran,201701,Winter,186,NA,NA
Ayrshire and Arran,201701,Winter,69,NA,NA
Ayrshire and Arran,201701,Winter,5488,2049,3107
Ayrshire and Arran,201701,Winter,3558,1565,1787
Ayrshire and Arran,201701,Winter,71,NA,NA
Borders,201701,Winter,8,NA,NA
Borders,201701,Winter,56,NA,NA
Borders,201701,Winter,5,NA,NA
Borders,201701,Winter,36,NA,NA
Borders,201701,Winter,2323,891,1237
Dumfries and Galloway,201701,Winter,17,NA,NA
Dumfries and Galloway,201701,Winter,32,NA,NA
Dumfries and Galloway,201701,Winter,5,NA,NA
Dumfries and Galloway,201701,Winter,4,0,3
Dumfries and Galloway,201701,Winter,937,77,760
Dumfries and Galloway,201701,Winter,3048,1223,1680
Fife,201701,Winter,4946,1327,3327
Fife,201701,Winter,100,0,0
Fife,201701,Winter,216,NA,NA
Fife,201701,Winter,1621,6,1464
Forth Valley,201701,Winter,1084,1,792
Forth Valley,201701,Winter,5097,1628,2631
Grampian,201701,Winter,4638,1405,2815
Grampian,201701,Winter,1182,128,977
Grampian,201701,Winter,81,NA,NA
Grampian,201701,Winter,12,NA,NA
Grampian,201701,Winter,23,NA,NA
Grampian,201701,Winter,1374,NA,NA
Grampian,201701,Winter,738,NA,NA
Grampian,201701,Winter,255,NA,NA
Grampian,201701,Winter,180,NA,NA
Grampian,201701,Winter,241,NA,NA
Grampian,201701,Winter,1799,402,1343
Grampian,201701,Winter,59,NA,NA
Grampian,201701,Winter,12,NA,NA
Grampian,201701,Winter,78,NA,NA
Grampian,201701,Winter,9,NA,NA
Grampian,201701,Winter,53,NA,NA
Grampian,201701,Winter,34,NA,NA
Greater Glasgow and Clyde,201701,Winter,1337,205,1032
Greater Glasgow and Clyde,201701,Winter,2529,706,1575
Greater Glasgow and Clyde,201701,Winter,5684,2018,3444
Greater Glasgow and Clyde,201701,Winter,7429,2240,4767
Greater Glasgow and Clyde,201701,Winter,1516,0,1383
Greater Glasgow and Clyde,201701,Winter,2524,0,2235
Greater Glasgow and Clyde,201701,Winter,7823,2468,4976
Greater Glasgow and Clyde,201701,Winter,4485,821,3658
Highland,201701,Winter,567,NA,NA
Highland,201701,Winter,102,NA,NA
Highland,201701,Winter,362,NA,NA
Highland,201701,Winter,611,194,403
Highland,201701,Winter,442,NA,NA
Highland,201701,Winter,171,NA,NA
Highland,201701,Winter,570,187,383
Highland,201701,Winter,51,NA,NA
Highland,201701,Winter,2625,792,1811
Highland,201701,Winter,478,NA,NA
Highland,201701,Winter,62,NA,NA
Highland,201701,Winter,615,143,468
Highland,201701,Winter,328,NA,NA
Highland,201701,Winter,80,NA,NA
Highland,201701,Winter,81,NA,NA
Highland,201701,Winter,99,NA,NA
Highland,201701,Winter,392,NA,NA
Highland,201701,Winter,126,NA,NA
Highland,201701,Winter,126,NA,NA
Lanarkshire,201701,Winter,5566,1892,3521
Lanarkshire,201701,Winter,65,NA,NA
Lanarkshire,201701,Winter,78,NA,NA
Lanarkshire,201701,Winter,5186,1650,3448
Lanarkshire,201701,Winter,5300,1431,3736
Lothian,201701,Winter,121,NA,NA
Lothian,201701,Winter,3763,1090,2655
Lothian,201701,Winter,4505,1021,3399
Lothian,201701,Winter,9688,2813,6729
Lothian,201701,Winter,3670,470,3023
Orkney,201701,Winter,431,119,309
Shetland,201701,Winter,557,144,405
Tayside,201701,Winter,3737,1255,2261
Tayside,201701,Winter,1866,392,1179
Tayside,201701,Winter,25,0,22
Tayside,201701,Winter,224,0,203
Tayside,201701,Winter,1090,0,985
Tayside,201701,Winter,170,0,163
Tayside,201701,Winter,96,0,88
Tayside,201701,Winter,468,0,433
Tayside,201701,Winter,132,0,126
Tayside,201701,Winter,383,0,355
Western Isles,201701,Winter,33,NA,NA
Western Isles,201701,Winter,457,110,333
Western Isles,201701,Winter,142,14,126
Ayrshire and Arran,201702,Winter,188,NA,NA
Ayrshire and Arran,201702,Winter,69,NA,NA
Ayrshire and Arran,201702,Winter,5104,1873,2936
Ayrshire and Arran,201702,Winter,3253,1364,1686
Ayrshire and Arran,201702,Winter,51,NA,NA
Borders,201702,Winter,13,NA,NA
Borders,201702,Winter,52,NA,NA
Borders,201702,Winter,5,NA,NA
Borders,201702,Winter,28,NA,NA
Borders,201702,Winter,2079,773,1151
Dumfries and Galloway,201702,Winter,11,NA,NA
Dumfries and Galloway,201702,Winter,24,NA,NA
Dumfries and Galloway,201702,Winter,3,NA,NA
Dumfries and Galloway,201702,Winter,6,0,6
Dumfries and Galloway,201702,Winter,869,75,692
Dumfries and Galloway,201702,Winter,2635,1084,1442
Fife,201702,Winter,4602,1218,3121
Fife,201702,Winter,116,0,0
Fife,201702,Winter,234,NA,NA
Fife,201702,Winter,1501,2,1384
Forth Valley,201702,Winter,1028,0,813
Forth Valley,201702,Winter,4793,1468,2664
Grampian,201702,Winter,4262,1175,2673
Grampian,201702,Winter,1161,129,975
Grampian,201702,Winter,63,NA,NA
Grampian,201702,Winter,8,NA,NA
Grampian,201702,Winter,34,NA,NA
Grampian,201702,Winter,1133,NA,NA
Grampian,201702,Winter,588,NA,NA
Grampian,201702,Winter,208,NA,NA
Grampian,201702,Winter,177,NA,NA
Grampian,201702,Winter,214,NA,NA
Grampian,201702,Winter,1651,349,1245
Grampian,201702,Winter,42,NA,NA
Grampian,201702,Winter,12,NA,NA
Grampian,201702,Winter,75,NA,NA
Grampian,201702,Winter,13,NA,NA
Grampian,201702,Winter,60,NA,NA
Grampian,201702,Winter,28,NA,NA
Greater Glasgow and Clyde,201702,Winter,1248,214,956
Greater Glasgow and Clyde,201702,Winter,2258,606,1453
Greater Glasgow and Clyde,201702,Winter,5090,1737,3131
Greater Glasgow and Clyde,201702,Winter,6953,2094,4369
Greater Glasgow and Clyde,201702,Winter,1446,0,1340
Greater Glasgow and Clyde,201702,Winter,2302,0,2051
Greater Glasgow and Clyde,201702,Winter,7391,2315,4719
Greater Glasgow and Clyde,201702,Winter,4324,785,3527
Highland,201702,Winter,497,NA,NA
Highland,201702,Winter,80,NA,NA
Highland,201702,Winter,306,NA,NA
Highland,201702,Winter,488,142,331
Highland,201702,Winter,313,NA,NA
Highland,201702,Winter,169,NA,NA
Highland,201702,Winter,501,153,346
Highland,201702,Winter,48,NA,NA
Highland,201702,Winter,2476,708,1748
Highland,201702,Winter,365,NA,NA
Highland,201702,Winter,44,NA,NA
Highland,201702,Winter,582,132,444
Highland,201702,Winter,265,NA,NA
Highland,201702,Winter,152,NA,NA
Highland,201702,Winter,50,NA,NA
Highland,201702,Winter,108,NA,NA
Highland,201702,Winter,287,NA,NA
Highland,201702,Winter,134,NA,NA
Highland,201702,Winter,88,NA,NA
Lanarkshire,201702,Winter,5084,1736,3228
Lanarkshire,201702,Winter,67,NA,NA
Lanarkshire,201702,Winter,80,NA,NA
Lanarkshire,201702,Winter,4821,1514,3234
Lanarkshire,201702,Winter,5114,1405,3538
Lothian,201702,Winter,108,NA,NA
Lothian,201702,Winter,3511,1023,2467
Lothian,201702,Winter,4009,907,3027
Lothian,201702,Winter,8904,2559,6213
Lothian,201702,Winter,3531,437,3019
Orkney,201702,Winter,428,116,310
Shetland,201702,Winter,584,135,439
Tayside,201702,Winter,3510,1120,2175
Tayside,201702,Winter,1742,358,1091
Tayside,201702,Winter,26,0,23
Tayside,201702,Winter,237,0,222
Tayside,201702,Winter,940,0,826
Tayside,201702,Winter,163,0,158
Tayside,201702,Winter,82,0,80
Tayside,201702,Winter,419,0,400
Tayside,201702,Winter,139,0,128
Tayside,201702,Winter,335,0,318
Western Isles,201702,Winter,34,NA,NA
Western Isles,201702,Winter,481,117,339
Western Isles,201702,Winter,85,12,71
Ayrshire and Arran,201703,Other,213,NA,NA
Ayrshire and Arran,201703,Other,58,NA,NA
Ayrshire and Arran,201703,Other,5991,2129,3520
Ayrshire and Arran,201703,Other,3833,1499,2101
Ayrshire and Arran,201703,Other,85,NA,NA
Borders,201703,Other,7,NA,NA
Borders,201703,Other,84,NA,NA
Borders,201703,Other,6,NA,NA
Borders,201703,Other,33,NA,NA
Borders,201703,Other,2401,808,1415
Dumfries and Galloway,201703,Other,20,NA,NA
Dumfries and Galloway,201703,Other,36,NA,NA
Dumfries and Galloway,201703,Other,1,NA,NA
Dumfries and Galloway,201703,Other,4,0,4
Dumfries and Galloway,201703,Other,939,76,756
Dumfries and Galloway,201703,Other,3163,1168,1859
Fife,201703,Other,5324,1405,3577
Fife,201703,Other,178,0,0
Fife,201703,Other,263,NA,NA
Fife,201703,Other,1895,6,1739
Forth Valley,201703,Other,1315,4,961
Forth Valley,201703,Other,5493,1516,3173
Grampian,201703,Other,4856,1313,3155
Grampian,201703,Other,1489,152,1258
Grampian,201703,Other,80,NA,NA
Grampian,201703,Other,7,NA,NA
Grampian,201703,Other,30,NA,NA
Grampian,201703,Other,1325,NA,NA
Grampian,201703,Other,685,NA,NA
Grampian,201703,Other,260,NA,NA
Grampian,201703,Other,176,NA,NA
Grampian,201703,Other,285,NA,NA
Grampian,201703,Other,2137,437,1617
Grampian,201703,Other,59,NA,NA
Grampian,201703,Other,18,NA,NA
Grampian,201703,Other,93,NA,NA
Grampian,201703,Other,12,NA,NA
Grampian,201703,Other,93,NA,NA
Grampian,201703,Other,38,NA,NA
Greater Glasgow and Clyde,201703,Other,1532,211,1210
Greater Glasgow and Clyde,201703,Other,2769,678,1823
Greater Glasgow and Clyde,201703,Other,5821,1906,3677
Greater Glasgow and Clyde,201703,Other,7715,2243,4912
Greater Glasgow and Clyde,201703,Other,1847,0,1682
Greater Glasgow and Clyde,201703,Other,2837,0,2513
Greater Glasgow and Clyde,201703,Other,8367,2646,5334
Greater Glasgow and Clyde,201703,Other,5424,934,4479
Highland,201703,Other,591,NA,NA
Highland,201703,Other,99,NA,NA
Highland,201703,Other,312,NA,NA
Highland,201703,Other,605,178,413
Highland,201703,Other,464,NA,NA
Highland,201703,Other,154,NA,NA
Highland,201703,Other,627,182,441
Highland,201703,Other,45,NA,NA
Highland,201703,Other,2806,717,2077
Highland,201703,Other,417,NA,NA
Highland,201703,Other,72,NA,NA
Highland,201703,Other,670,148,518
Highland,201703,Other,366,NA,NA
Highland,201703,Other,181,NA,NA
Highland,201703,Other,45,NA,NA
Highland,201703,Other,128,NA,NA
Highland,201703,Other,343,NA,NA
Highland,201703,Other,178,NA,NA
Highland,201703,Other,115,NA,NA
Lanarkshire,201703,Other,5896,1920,3832
Lanarkshire,201703,Other,55,NA,NA
Lanarkshire,201703,Other,79,NA,NA
Lanarkshire,201703,Other,5493,1628,3773
Lanarkshire,201703,Other,5696,1381,4122
Lothian,201703,Other,147,NA,NA
Lothian,201703,Other,3959,1179,2768
Lothian,201703,Other,4759,1012,3646
Lothian,201703,Other,9959,2700,7104
Lothian,201703,Other,4652,535,4047
Orkney,201703,Other,477,117,355
Shetland,201703,Other,591,151,429
Tayside,201703,Other,3986,1242,2456
Tayside,201703,Other,2090,420,1330
Tayside,201703,Other,38,0,34
Tayside,201703,Other,284,0,269
Tayside,201703,Other,1102,0,1006
Tayside,201703,Other,181,0,172
Tayside,201703,Other,88,1,77
Tayside,201703,Other,545,0,515
Tayside,201703,Other,164,0,153
Tayside,201703,Other,383,0,364
Western Isles,201703,Other,35,NA,NA
Western Isles,201703,Other,511,148,347
Western Isles,201703,Other,122,13,109
Ayrshire and Arran,201704,Other,230,NA,NA
Ayrshire and Arran,201704,Other,79,NA,NA
Ayrshire and Arran,201704,Other,5797,2088,3329
Ayrshire and Arran,201704,Other,3850,1369,2214
Ayrshire and Arran,201704,Other,84,NA,NA
Borders,201704,Other,8,NA,NA
Borders,201704,Other,68,NA,NA
Borders,201704,Other,6,NA,NA
Borders,201704,Other,39,NA,NA
Borders,201704,Other,2567,844,1514
Dumfries and Galloway,201704,Other,18,NA,NA
Dumfries and Galloway,201704,Other,32,NA,NA
Dumfries and Galloway,201704,Other,3,NA,NA
Dumfries and Galloway,201704,Other,13,0,13
Dumfries and Galloway,201704,Other,1028,77,860
Dumfries and Galloway,201704,Other,3079,1121,1816
Fife,201704,Other,5375,1533,3623
Fife,201704,Other,128,0,117
Fife,201704,Other,225,NA,NA
Fife,201704,Other,1818,24,1637
Forth Valley,201704,Other,1438,3,959
Forth Valley,201704,Other,5476,1535,3002
Grampian,201704,Other,4739,1330,3017
Grampian,201704,Other,1262,134,1038
Grampian,201704,Other,99,NA,NA
Grampian,201704,Other,9,NA,NA
Grampian,201704,Other,26,NA,NA
Grampian,201704,Other,1315,NA,NA
Grampian,201704,Other,705,NA,NA
Grampian,201704,Other,233,NA,NA
Grampian,201704,Other,192,NA,NA
Grampian,201704,Other,260,NA,NA
Grampian,201704,Other,2071,377,1643
Grampian,201704,Other,55,NA,NA
Grampian,201704,Other,17,NA,NA
Grampian,201704,Other,88,NA,NA
Grampian,201704,Other,19,NA,NA
Grampian,201704,Other,96,NA,NA
Grampian,201704,Other,24,NA,NA
Greater Glasgow and Clyde,201704,Other,1424,203,1118
Greater Glasgow and Clyde,201704,Other,2716,671,1805
Greater Glasgow and Clyde,201704,Other,5575,1646,3698
Greater Glasgow and Clyde,201704,Other,7707,2280,4839
Greater Glasgow and Clyde,201704,Other,1714,1,1569
Greater Glasgow and Clyde,201704,Other,2703,0,2428
Greater Glasgow and Clyde,201704,Other,8233,2514,5289
Greater Glasgow and Clyde,201704,Other,4918,807,4103
Highland,201704,Other,634,NA,NA
Highland,201704,Other,100,NA,NA
Highland,201704,Other,340,NA,NA
Highland,201704,Other,641,174,446
Highland,201704,Other,460,NA,NA
Highland,201704,Other,168,NA,NA
Highland,201704,Other,558,169,385
Highland,201704,Other,42,NA,NA
Highland,201704,Other,2800,737,2048
Highland,201704,Other,414,NA,NA
Highland,201704,Other,60,NA,NA
Highland,201704,Other,751,118,626
Highland,201704,Other,364,NA,NA
Highland,201704,Other,209,NA,NA
Highland,201704,Other,9,NA,NA
Highland,201704,Other,102,NA,NA
Highland,201704,Other,388,NA,NA
Highland,201704,Other,109,NA,NA
Highland,201704,Other,128,NA,NA
Lanarkshire,201704,Other,5695,1795,3719
Lanarkshire,201704,Other,69,NA,NA
Lanarkshire,201704,Other,99,NA,NA
Lanarkshire,201704,Other,5293,1487,3720
Lanarkshire,201704,Other,5523,1339,4041
Lothian,201704,Other,157,NA,NA
Lothian,201704,Other,3736,1067,2642
Lothian,201704,Other,4560,907,3558
Lothian,201704,Other,9711,2663,6863
Lothian,201704,Other,4132,433,3534
Orkney,201704,Other,521,122,390
Shetland,201704,Other,619,146,460
Tayside,201704,Other,4149,1220,2653
Tayside,201704,Other,2074,355,1367
Tayside,201704,Other,37,0,35
Tayside,201704,Other,280,0,270
Tayside,201704,Other,1302,0,1172
Tayside,201704,Other,211,0,199
Tayside,201704,Other,114,0,95
Tayside,201704,Other,540,0,512
Tayside,201704,Other,215,0,203
Tayside,201704,Other,466,0,440
Western Isles,201704,Other,53,NA,NA
Western Isles,201704,Other,532,143,363
Western Isles,201704,Other,147,11,134
Ayrshire and Arran,201705,Other,276,NA,NA
Ayrshire and Arran,201705,Other,119,NA,NA
Ayrshire and Arran,201705,Other,6507,2180,3818
Ayrshire and Arran,201705,Other,4257,1451,2562
Ayrshire and Arran,201705,Other,110,NA,NA
Borders,201705,Other,9,NA,NA
Borders,201705,Other,106,NA,NA
Borders,201705,Other,11,NA,NA
Borders,201705,Other,73,NA,NA
Borders,201705,Other,2678,890,1570
Dumfries and Galloway,201705,Other,28,NA,NA
Dumfries and Galloway,201705,Other,29,NA,NA
Dumfries and Galloway,201705,Other,3,NA,NA
Dumfries and Galloway,201705,Other,7,0,7
Dumfries and Galloway,201705,Other,1125,78,942
Dumfries and Galloway,201705,Other,3372,1163,2097
Fife,201705,Other,5675,1595,3869
Fife,201705,Other,194,3,180
Fife,201705,Other,305,NA,NA
Fife,201705,Other,2101,15,1854
Forth Valley,201705,Other,1589,1,1101
Forth Valley,201705,Other,5995,1653,3360
Grampian,201705,Other,5086,1281,3380
Grampian,201705,Other,1615,161,1387
Grampian,201705,Other,128,NA,NA
Grampian,201705,Other,19,NA,NA
Grampian,201705,Other,44,NA,NA
Grampian,201705,Other,1434,NA,NA
Grampian,201705,Other,762,NA,NA
Grampian,201705,Other,294,NA,NA
Grampian,201705,Other,208,NA,NA
Grampian,201705,Other,291,NA,NA
Grampian,201705,Other,2268,420,1796
Grampian,201705,Other,62,NA,NA
Grampian,201705,Other,25,NA,NA
Grampian,201705,Other,83,NA,NA
Grampian,201705,Other,19,NA,NA
Grampian,201705,Other,108,NA,NA
Grampian,201705,Other,69,NA,NA
Greater Glasgow and Clyde,201705,Other,1698,217,1361
Greater Glasgow and Clyde,201705,Other,2939,636,2081
Greater Glasgow and Clyde,201705,Other,5851,1409,4152
Greater Glasgow and Clyde,201705,Other,8351,2253,5425
Greater Glasgow and Clyde,201705,Other,1995,0,1803
Greater Glasgow and Clyde,201705,Other,3270,0,2914
Greater Glasgow and Clyde,201705,Other,8950,2735,5773
Greater Glasgow and Clyde,201705,Other,5475,915,4539
Highland,201705,Other,741,NA,NA
Highland,201705,Other,125,NA,NA
Highland,201705,Other,408,NA,NA
Highland,201705,Other,797,188,577
Highland,201705,Other,503,NA,NA
Highland,201705,Other,219,NA,NA
Highland,201705,Other,637,186,448
Highland,201705,Other,71,NA,NA
Highland,201705,Other,3214,728,2472
Highland,201705,Other,469,NA,NA
Highland,201705,Other,109,NA,NA
Highland,201705,Other,932,144,783
Highland,201705,Other,486,NA,NA
Highland,201705,Other,232,NA,NA
Highland,201705,Other,34,NA,NA
Highland,201705,Other,136,NA,NA
Highland,201705,Other,433,NA,NA
Highland,201705,Other,148,NA,NA
Highland,201705,Other,109,NA,NA
Lanarkshire,201705,Other,6165,1938,4056
Lanarkshire,201705,Other,57,NA,NA
Lanarkshire,201705,Other,115,NA,NA
Lanarkshire,201705,Other,5876,1622,4150
Lanarkshire,201705,Other,6510,1742,4582
Lothian,201705,Other,166,NA,NA
Lothian,201705,Other,4208,1146,3043
Lothian,201705,Other,4872,990,3798
Lothian,201705,Other,10455,2859,7429
Lothian,201705,Other,4424,529,3800
Orkney,201705,Other,563,139,418
Shetland,201705,Other,680,176,488
Tayside,201705,Other,4393,1370,2783
Tayside,201705,Other,2344,431,1532
Tayside,201705,Other,34,1,27
Tayside,201705,Other,320,0,300
Tayside,201705,Other,1421,0,1315
Tayside,201705,Other,190,0,182
Tayside,201705,Other,107,0,97
Tayside,201705,Other,590,0,561
Tayside,201705,Other,206,0,194
Tayside,201705,Other,464,0,438
Western Isles,201705,Other,85,NA,NA
Western Isles,201705,Other,584,130,430
Western Isles,201705,Other,174,18,154
Ayrshire and Arran,201706,Other,233,NA,NA
Ayrshire and Arran,201706,Other,101,NA,NA
Ayrshire and Arran,201706,Other,5740,1921,3487
Ayrshire and Arran,201706,Other,3702,1158,2347
Ayrshire and Arran,201706,Other,78,NA,NA
Borders,201706,Other,15,NA,NA
Borders,201706,Other,97,NA,NA
Borders,201706,Other,16,NA,NA
Borders,201706,Other,60,NA,NA
Borders,201706,Other,2555,787,1577
Dumfries and Galloway,201706,Other,23,NA,NA
Dumfries and Galloway,201706,Other,33,NA,NA
Dumfries and Galloway,201706,Other,2,NA,NA
Dumfries and Galloway,201706,Other,9,0,9
Dumfries and Galloway,201706,Other,1031,68,858
Dumfries and Galloway,201706,Other,3145,1134,1905
Fife,201706,Other,5350,1523,3666
Fife,201706,Other,178,0,169
Fife,201706,Other,251,NA,NA
Fife,201706,Other,1992,24,1787
Forth Valley,201706,Other,1506,2,1014
Forth Valley,201706,Other,5571,1486,3257
Grampian,201706,Other,4780,1199,3139
Grampian,201706,Other,1432,119,1260
Grampian,201706,Other,118,NA,NA
Grampian,201706,Other,14,NA,NA
Grampian,201706,Other,37,NA,NA
Grampian,201706,Other,1304,NA,NA
Grampian,201706,Other,711,NA,NA
Grampian,201706,Other,291,NA,NA
Grampian,201706,Other,194,NA,NA
Grampian,201706,Other,281,NA,NA
Grampian,201706,Other,2157,431,1667
Grampian,201706,Other,51,NA,NA
Grampian,201706,Other,19,NA,NA
Grampian,201706,Other,89,NA,NA
Grampian,201706,Other,15,NA,NA
Grampian,201706,Other,92,NA,NA
Grampian,201706,Other,44,NA,NA
Greater Glasgow and Clyde,201706,Other,1484,212,1168
Greater Glasgow and Clyde,201706,Other,2691,632,1861
Greater Glasgow and Clyde,201706,Other,5350,1371,3741
Greater Glasgow and Clyde,201706,Other,7709,2234,4879
Greater Glasgow and Clyde,201706,Other,1716,0,1580
Greater Glasgow and Clyde,201706,Other,2928,0,2626
Greater Glasgow and Clyde,201706,Other,8283,2508,5438
Greater Glasgow and Clyde,201706,Other,4765,801,3954
Highland,201706,Other,669,NA,NA
Highland,201706,Other,102,NA,NA
Highland,201706,Other,422,NA,NA
Highland,201706,Other,726,175,539
Highland,201706,Other,500,NA,NA
Highland,201706,Other,217,NA,NA
Highland,201706,Other,621,169,446
Highland,201706,Other,51,NA,NA
Highland,201706,Other,3038,721,2296
Highland,201706,Other,434,NA,NA
Highland,201706,Other,94,NA,NA
Highland,201706,Other,904,154,741
Highland,201706,Other,432,NA,NA
Highland,201706,Other,265,NA,NA
Highland,201706,Other,40,NA,NA
Highland,201706,Other,175,NA,NA
Highland,201706,Other,379,NA,NA
Highland,201706,Other,150,NA,NA
Highland,201706,Other,150,NA,NA
Lanarkshire,201706,Other,5805,1784,3854
Lanarkshire,201706,Other,92,NA,NA
Lanarkshire,201706,Other,109,NA,NA
Lanarkshire,201706,Other,5250,1516,3635
Lanarkshire,201706,Other,5997,1690,4163
Lothian,201706,Other,201,NA,NA
Lothian,201706,Other,3944,1143,2763
Lothian,201706,Other,4584,960,3535
Lothian,201706,Other,9872,2824,6927
Lothian,201706,Other,4101,466,3468
Orkney,201706,Other,516,117,394
Shetland,201706,Other,665,137,520
Tayside,201706,Other,4080,1224,2592
Tayside,201706,Other,2098,362,1442
Tayside,201706,Other,44,0,38
Tayside,201706,Other,287,0,262
Tayside,201706,Other,1308,0,1189
Tayside,201706,Other,172,0,163
Tayside,201706,Other,101,0,91
Tayside,201706,Other,560,0,530
Tayside,201706,Other,234,0,223
Tayside,201706,Other,410,0,398
Western Isles,201706,Other,54,NA,NA
Western Isles,201706,Other,556,129,409
Western Isles,201706,Other,149,21,126
Ayrshire and Arran,201707,Other,268,NA,NA
Ayrshire and Arran,201707,Other,84,NA,NA
Ayrshire and Arran,201707,Other,5769,1869,3609
Ayrshire and Arran,201707,Other,3235,896,2137
Ayrshire and Arran,201707,Other,101,NA,NA
Borders,201707,Other,6,NA,NA
Borders,201707,Other,75,NA,NA
Borders,201707,Other,7,NA,NA
Borders,201707,Other,51,NA,NA
Borders,201707,Other,2514,796,1552
Dumfries and Galloway,201707,Other,38,NA,NA
Dumfries and Galloway,201707,Other,41,NA,NA
Dumfries and Galloway,201707,Other,3,NA,NA
Dumfries and Galloway,201707,Other,9,0,8
Dumfries and Galloway,201707,Other,1101,61,915
Dumfries and Galloway,201707,Other,3296,1201,1973
Fife,201707,Other,5493,1542,3759
Fife,201707,Other,130,2,123
Fife,201707,Other,296,1,287
Fife,201707,Other,1749,20,1551
Forth Valley,201707,Other,1442,3,1059
Forth Valley,201707,Other,5562,1585,3121
Grampian,201707,Other,4884,1310,3081
Grampian,201707,Other,1146,123,975
Grampian,201707,Other,99,NA,NA
Grampian,201707,Other,13,NA,NA
Grampian,201707,Other,25,NA,NA
Grampian,201707,Other,1397,NA,NA
Grampian,201707,Other,707,NA,NA
Grampian,201707,Other,298,NA,NA
Grampian,201707,Other,156,NA,NA
Grampian,201707,Other,280,NA,NA
Grampian,201707,Other,2205,397,1750
Grampian,201707,Other,67,NA,NA
Grampian,201707,Other,26,NA,NA
Grampian,201707,Other,93,NA,NA
Grampian,201707,Other,19,NA,NA
Grampian,201707,Other,93,NA,NA
Grampian,201707,Other,39,NA,NA
Greater Glasgow and Clyde,201707,Other,1468,216,1153
Greater Glasgow and Clyde,201707,Other,2784,639,1891
Greater Glasgow and Clyde,201707,Other,5305,1382,3702
Greater Glasgow and Clyde,201707,Other,7779,2224,4957
Greater Glasgow and Clyde,201707,Other,1552,1,1445
Greater Glasgow and Clyde,201707,Other,2747,1,2481
Greater Glasgow and Clyde,201707,Other,8689,2634,5709
Greater Glasgow and Clyde,201707,Other,4137,652,3477
Highland,201707,Other,743,NA,NA
Highland,201707,Other,110,NA,NA
Highland,201707,Other,424,NA,NA
Highland,201707,Other,742,161,564
Highland,201707,Other,494,NA,NA
Highland,201707,Other,245,NA,NA
Highland,201707,Other,683,188,489
Highland,201707,Other,76,NA,NA
Highland,201707,Other,3080,694,2374
Highland,201707,Other,430,NA,NA
Highland,201707,Other,89,NA,NA
Highland,201707,Other,943,144,789
Highland,201707,Other,472,NA,NA
Highland,201707,Other,293,NA,NA
Highland,201707,Other,80,NA,NA
Highland,201707,Other,167,NA,NA
Highland,201707,Other,384,NA,NA
Highland,201707,Other,167,NA,NA
Highland,201707,Other,150,NA,NA
Lanarkshire,201707,Other,5616,1765,3703
Lanarkshire,201707,Other,68,NA,NA
Lanarkshire,201707,Other,75,NA,NA
Lanarkshire,201707,Other,5466,1632,3732
Lanarkshire,201707,Other,5773,1566,4054
Lothian,201707,Other,183,NA,NA
Lothian,201707,Other,3919,1206,2684
Lothian,201707,Other,4411,889,3422
Lothian,201707,Other,10069,2870,7044
Lothian,201707,Other,3311,417,2724
Orkney,201707,Other,519,112,401
Shetland,201707,Other,682,177,496
Tayside,201707,Other,4092,1197,2602
Tayside,201707,Other,2214,403,1422
Tayside,201707,Other,28,0,26
Tayside,201707,Other,285,0,272
Tayside,201707,Other,1391,0,1280
Tayside,201707,Other,205,0,197
Tayside,201707,Other,59,0,56
Tayside,201707,Other,562,0,538
Tayside,201707,Other,274,0,255
Tayside,201707,Other,413,0,395
Western Isles,201707,Other,95,NA,NA
Western Isles,201707,Other,694,165,510
Western Isles,201707,Other,173,15,157
Ayrshire and Arran,201708,Other,243,NA,NA
Ayrshire and Arran,201708,Other,71,NA,NA
Ayrshire and Arran,201708,Other,5784,1884,3567
Ayrshire and Arran,201708,Other,3153,885,2097
Ayrshire and Arran,201708,Other,99,NA,NA
Borders,201708,Other,14,NA,NA
Borders,201708,Other,86,NA,NA
Borders,201708,Other,14,NA,NA
Borders,201708,Other,58,NA,NA
Borders,201708,Other,2571,787,1566
Dumfries and Galloway,201708,Other,35,NA,NA
Dumfries and Galloway,201708,Other,49,NA,NA
Dumfries and Galloway,201708,Other,2,NA,NA
Dumfries and Galloway,201708,Other,16,0,10
Dumfries and Galloway,201708,Other,1087,79,901
Dumfries and Galloway,201708,Other,3172,1137,1925
Fife,201708,Other,5562,1610,3788
Fife,201708,Other,153,0,146
Fife,201708,Other,316,2,305
Fife,201708,Other,1906,13,1722
Forth Valley,201708,Other,1535,2,1114
Forth Valley,201708,Other,5536,1466,3237
Grampian,201708,Other,4977,1223,3389
Grampian,201708,Other,1262,116,1090
Grampian,201708,Other,139,NA,NA
Grampian,201708,Other,10,NA,NA
Grampian,201708,Other,27,NA,NA
Grampian,201708,Other,1286,NA,NA
Grampian,201708,Other,669,NA,NA
Grampian,201708,Other,320,NA,NA
Grampian,201708,Other,171,NA,NA
Grampian,201708,Other,300,NA,NA
Grampian,201708,Other,2171,380,1718
Grampian,201708,Other,78,NA,NA
Grampian,201708,Other,21,NA,NA
Grampian,201708,Other,119,NA,NA
Grampian,201708,Other,12,NA,NA
Grampian,201708,Other,121,NA,NA
Grampian,201708,Other,42,NA,NA
Greater Glasgow and Clyde,201708,Other,1526,201,1236
Greater Glasgow and Clyde,201708,Other,2762,647,1827
