hb,month,season,number_of_attendances_aggregate,discharge_destination_admission_to_same,discharge_destination_residence
Lothian,201803,Other,4624,938,3607
Lothian,201803,Other,9940,2757,7000
Lothian,201803,Other,4035,518,3517
Orkney,201803,Other,513,156,352
Shetland,201803,Other,642,185,443
Tayside,201803,Other,4042,1252,2486
Tayside,201803,Other,1897,335,1226
Tayside,201803,Other,27,0,23
Tayside,201803,Other,257,0,241
Tayside,201803,Other,1093,0,988
Tayside,201803,Other,165,0,158
Tayside,201803,Other,66,0,62
Tayside,201803,Other,452,0,432
Tayside,201803,Other,129,0,125
Tayside,201803,Other,285,0,273
Western Isles,201803,Other,53,NA,NA
Western Isles,201803,Other,580,165,395
Western Isles,201803,Other,135,14,121
Ayrshire and Arran,201804,Other,228,NA,NA
Ayrshire and Arran,201804,Other,69,NA,NA
Ayrshire and Arran,201804,Other,5863,1948,3610
Ayrshire and Arran,201804,Other,3234,854,2234
Ayrshire and Arran,201804,Other,63,NA,NA
Borders,201804,Other,4,NA,NA
Borders,201804,Other,73,NA,NA
Borders,201804,Other,11,NA,NA
Borders,201804,Other,35,NA,NA
Borders,201804,Other,2545,848,1427
Dumfries and Galloway,201804,Other,22,NA,NA
Dumfries and Galloway,201804,Other,31,NA,NA
Dumfries and Galloway,201804,Other,2,NA,NA
Dumfries and Galloway,201804,Other,7,0,6
Dumfries and Galloway,201804,Other,1018,90,805
Dumfries and Galloway,201804,Other,2746,795,1810
Fife,201804,Other,5651,1730,3716
Fife,201804,Other,147,0,143
Fife,201804,Other,263,0,253
Fife,201804,Other,1732,24,1542
Forth Valley,201804,Other,1621,2,1246
Forth Valley,201804,Other,5299,1488,2993
Grampian,201804,Other,4883,1301,3144
Grampian,201804,Other,1379,124,1173
Grampian,201804,Other,83,NA,NA
Grampian,201804,Other,12,NA,NA
Grampian,201804,Other,38,NA,NA
Grampian,201804,Other,1420,NA,NA
Grampian,201804,Other,661,NA,NA
Grampian,201804,Other,261,NA,NA
Grampian,201804,Other,112,NA,NA
Grampian,201804,Other,279,NA,NA
Grampian,201804,Other,2068,392,1645
Grampian,201804,Other,50,NA,NA
Grampian,201804,Other,19,NA,NA
Grampian,201804,Other,103,NA,NA
Grampian,201804,Other,27,NA,NA
Grampian,201804,Other,72,NA,NA
Grampian,201804,Other,51,NA,NA
Greater Glasgow and Clyde,201804,Other,1405,201,1108
Greater Glasgow and Clyde,201804,Other,2586,623,1792
Greater Glasgow and Clyde,201804,Other,5653,1707,3644
Greater Glasgow and Clyde,201804,Other,7785,2247,4931
Greater Glasgow and Clyde,201804,Other,1685,0,1551
Greater Glasgow and Clyde,201804,Other,2787,1,2493
Greater Glasgow and Clyde,201804,Other,8477,2728,5361
Greater Glasgow and Clyde,201804,Other,5381,990,4364
Greater Glasgow and Clyde,201804,Other,348,0,326
Highland,201804,Other,688,NA,NA
Highland,201804,Other,127,NA,NA
Highland,201804,Other,355,NA,NA
Highland,201804,Other,708,181,504
Highland,201804,Other,551,NA,NA
Highland,201804,Other,158,NA,NA
Highland,201804,Other,640,194,442
Highland,201804,Other,55,NA,NA
Highland,201804,Other,2781,690,2082
Highland,201804,Other,339,NA,NA
Highland,201804,Other,61,NA,NA
Highland,201804,Other,814,134,668
Highland,201804,Other,430,NA,NA
Highland,201804,Other,170,NA,NA
Highland,201804,Other,43,NA,NA
Highland,201804,Other,148,NA,NA
Highland,201804,Other,336,NA,NA
Highland,201804,Other,129,NA,NA
Highland,201804,Other,88,NA,NA
Lanarkshire,201804,Other,5647,1842,3661
Lanarkshire,201804,Other,58,NA,NA
Lanarkshire,201804,Other,67,NA,NA
Lanarkshire,201804,Other,5333,1669,3561
Lanarkshire,201804,Other,6261,1760,4317
Lothian,201804,Other,127,NA,NA
Lothian,201804,Other,4057,1041,2995
Lothian,201804,Other,4674,907,3665
Lothian,201804,Other,9741,2756,6807
Lothian,201804,Other,3937,486,3449
Orkney,201804,Other,533,143,388
Shetland,201804,Other,647,158,484
Tayside,201804,Other,4113,1264,2528
Tayside,201804,Other,2002,359,1339
Tayside,201804,Other,18,0,16
Tayside,201804,Other,317,0,298
Tayside,201804,Other,1191,0,1087
Tayside,201804,Other,167,0,159
Tayside,201804,Other,107,0,101
Tayside,201804,Other,535,0,512
Tayside,201804,Other,196,0,188
Tayside,201804,Other,340,0,317
Western Isles,201804,Other,57,NA,NA
Western Isles,201804,Other,602,142,423
Western Isles,201804,Other,126,7,118
Ayrshire and Arran,201805,Other,283,NA,NA
Ayrshire and Arran,201805,Other,78,NA,NA
Ayrshire and Arran,201805,Other,6410,1917,4176
Ayrshire and Arran,201805,Other,3513,835,2513
Ayrshire and Arran,201805,Other,80,NA,NA
Borders,201805,Other,10,NA,NA
Borders,201805,Other,89,NA,NA
Borders,201805,Other,16,NA,NA
Borders,201805,Other,60,NA,NA
Borders,201805,Other,2747,888,1636
Dumfries and Galloway,201805,Other,36,NA,NA
Dumfries and Galloway,201805,Other,47,NA,NA
Dumfries and Galloway,201805,Other,1,NA,NA
Dumfries and Galloway,201805,Other,15,0,14
Dumfries and Galloway,201805,Other,1220,73,1009
Dumfries and Galloway,201805,Other,2943,823,1975
Fife,201805,Other,6228,1797,4242
Fife,201805,Other,179,1,170
Fife,201805,Other,330,0,323
Fife,201805,Other,2024,8,1880
Forth Valley,201805,Other,1880,0,1491
Forth Valley,201805,Other,5845,1554,3312
Grampian,201805,Other,5267,1423,3444
Grampian,201805,Other,1686,144,1473
Grampian,201805,Other,125,NA,NA
Grampian,201805,Other,12,NA,NA
Grampian,201805,Other,36,NA,NA
Grampian,201805,Other,1374,NA,NA
Grampian,201805,Other,768,NA,NA
Grampian,201805,Other,305,NA,NA
Grampian,201805,Other,177,NA,NA
Grampian,201805,Other,355,NA,NA
Grampian,201805,Other,2292,408,1844
Grampian,201805,Other,60,NA,NA
Grampian,201805,Other,28,NA,NA
Grampian,201805,Other,108,NA,NA
Grampian,201805,Other,16,NA,NA
Grampian,201805,Other,131,NA,NA
Grampian,201805,Other,65,NA,NA
Greater Glasgow and Clyde,201805,Other,1790,232,1438
Greater Glasgow and Clyde,201805,Other,2936,647,2100
Greater Glasgow and Clyde,201805,Other,5940,1730,3960
Greater Glasgow and Clyde,201805,Other,8493,2360,5535
Greater Glasgow and Clyde,201805,Other,2148,0,1970
Greater Glasgow and Clyde,201805,Other,3323,1,2945
Greater Glasgow and Clyde,201805,Other,9173,2846,5998
Greater Glasgow and Clyde,201805,Other,6217,1112,5067
Highland,201805,Other,799,NA,NA
Highland,201805,Other,171,NA,NA
Highland,201805,Other,430,NA,NA
Highland,201805,Other,804,187,601
Highland,201805,Other,560,NA,NA
Highland,201805,Other,213,NA,NA
Highland,201805,Other,739,223,514
Highland,201805,Other,57,NA,NA
Highland,201805,Other,3298,709,2568
Highland,201805,Other,393,NA,NA
Highland,201805,Other,81,NA,NA
Highland,201805,Other,1037,163,867
Highland,201805,Other,477,NA,NA
Highland,201805,Other,283,NA,NA
Highland,201805,Other,88,NA,NA
Highland,201805,Other,201,NA,NA
Highland,201805,Other,414,NA,NA
Highland,201805,Other,160,NA,NA
Highland,201805,Other,108,NA,NA
Lanarkshire,201805,Other,6284,1764,4379
Lanarkshire,201805,Other,89,NA,NA
Lanarkshire,201805,Other,77,NA,NA
Lanarkshire,201805,Other,5994,1687,4191
Lanarkshire,201805,Other,6567,1676,4717
Lothian,201805,Other,218,NA,NA
Lothian,201805,Other,4284,1096,3164
Lothian,201805,Other,5251,969,4190
Lothian,201805,Other,10259,2791,7291
Lothian,201805,Other,4470,535,3934
Orkney,201805,Other,596,148,442
Shetland,201805,Other,660,140,509
Tayside,201805,Other,4608,1324,2937
Tayside,201805,Other,2405,332,1674
Tayside,201805,Other,34,0,30
Tayside,201805,Other,376,0,356
Tayside,201805,Other,1402,0,1268
Tayside,201805,Other,187,0,182
Tayside,201805,Other,120,0,111
Tayside,201805,Other,622,0,597
Tayside,201805,Other,210,0,197
Tayside,201805,Other,353,0,322
Western Isles,201805,Other,61,NA,NA
Western Isles,201805,Other,618,156,440
Western Isles,201805,Other,166,12,154
Ayrshire and Arran,201806,Other,340,NA,NA
Ayrshire and Arran,201806,Other,87,NA,NA
Ayrshire and Arran,201806,Other,6278,1870,4070
Ayrshire and Arran,201806,Other,3440,850,2454
Ayrshire and Arran,201806,Other,126,NA,NA
Borders,201806,Other,7,NA,NA
Borders,201806,Other,95,NA,NA
Borders,201806,Other,7,NA,NA
Borders,201806,Other,46,NA,NA
Borders,201806,Other,2791,889,1652
Dumfries and Galloway,201806,Other,29,NA,NA
Dumfries and Galloway,201806,Other,37,NA,NA
Dumfries and Galloway,201806,Other,6,NA,NA
Dumfries and Galloway,201806,Other,13,0,12
Dumfries and Galloway,201806,Other,1107,61,931
Dumfries and Galloway,201806,Other,2980,770,2099
Fife,201806,Other,5740,1647,3891
Fife,201806,Other,188,0,182
Fife,201806,Other,324,0,318
Fife,201806,Other,1974,27,1782
Forth Valley,201806,Other,1862,2,1425
Forth Valley,201806,Other,5618,1421,3285
Grampian,201806,Other,5127,1330,3327
Grampian,201806,Other,1578,128,1392
Grampian,201806,Other,112,NA,NA
Grampian,201806,Other,22,NA,NA
Grampian,201806,Other,30,NA,NA
Grampian,201806,Other,1470,NA,NA
Grampian,201806,Other,834,NA,NA
Grampian,201806,Other,273,NA,NA
Grampian,201806,Other,193,NA,NA
Grampian,201806,Other,289,NA,NA
Grampian,201806,Other,2338,399,1895
Grampian,201806,Other,81,NA,NA
Grampian,201806,Other,20,NA,NA
Grampian,201806,Other,95,NA,NA
Grampian,201806,Other,31,NA,NA
Grampian,201806,Other,94,NA,NA
Grampian,201806,Other,71,NA,NA
Greater Glasgow and Clyde,201806,Other,1718,206,1395
Greater Glasgow and Clyde,201806,Other,2968,628,2152
Greater Glasgow and Clyde,201806,Other,5634,1705,3641
Greater Glasgow and Clyde,201806,Other,7909,2348,5015
Greater Glasgow and Clyde,201806,Other,1955,0,1755
Greater Glasgow and Clyde,201806,Other,3222,0,2860
Greater Glasgow and Clyde,201806,Other,8796,2746,5704
Greater Glasgow and Clyde,201806,Other,5586,1037,4531
Highland,201806,Other,841,NA,NA
Highland,201806,Other,143,NA,NA
Highland,201806,Other,407,NA,NA
Highland,201806,Other,805,202,579
Highland,201806,Other,514,NA,NA
Highland,201806,Other,179,NA,NA
Highland,201806,Other,721,182,532
Highland,201806,Other,54,NA,NA
Highland,201806,Other,3252,750,2487
Highland,201806,Other,390,NA,NA
Highland,201806,Other,74,NA,NA
Highland,201806,Other,1047,160,880
Highland,201806,Other,514,NA,NA
Highland,201806,Other,262,NA,NA
Highland,201806,Other,89,NA,NA
Highland,201806,Other,197,NA,NA
Highland,201806,Other,418,NA,NA
Highland,201806,Other,185,NA,NA
Highland,201806,Other,100,NA,NA
Lanarkshire,201806,Other,5925,1666,4127
Lanarkshire,201806,Other,89,NA,NA
Lanarkshire,201806,Other,73,NA,NA
Lanarkshire,201806,Other,5533,1540,3898
Lanarkshire,201806,Other,6233,1599,4455
Lothian,201806,Other,195,NA,NA
Lothian,201806,Other,3991,1026,2929
Lothian,201806,Other,4976,916,3967
Lothian,201806,Other,9843,2714,6960
Lothian,201806,Other,4205,531,3672
Orkney,201806,Other,648,137,500
Shetland,201806,Other,689,148,531
Tayside,201806,Other,4385,1251,2835
Tayside,201806,Other,2243,354,1582
Tayside,201806,Other,50,0,45
Tayside,201806,Other,349,0,327
Tayside,201806,Other,1270,0,1148
Tayside,201806,Other,114,0,111
Tayside,201806,Other,115,0,106
Tayside,201806,Other,589,0,568
Tayside,201806,Other,267,0,260
Tayside,201806,Other,257,0,236
Western Isles,201806,Other,62,NA,NA
Western Isles,201806,Other,634,157,443
Western Isles,201806,Other,171,15,153
Ayrshire and Arran,201807,Other,346,NA,NA
Ayrshire and Arran,201807,Other,82,NA,NA
Ayrshire and Arran,201807,Other,6046,1789,4010
Ayrshire and Arran,201807,Other,3479,881,2493
Ayrshire and Arran,201807,Other,110,NA,NA
Borders,201807,Other,12,NA,NA
Borders,201807,Other,87,NA,NA
Borders,201807,Other,12,NA,NA
Borders,201807,Other,50,NA,NA
Borders,201807,Other,2809,896,1668
Dumfries and Galloway,201807,Other,28,NA,NA
Dumfries and Galloway,201807,Other,52,NA,NA
Dumfries and Galloway,201807,Other,2,NA,NA
Dumfries and Galloway,201807,Other,18,0,16
Dumfries and Galloway,201807,Other,1191,69,1031
Dumfries and Galloway,201807,Other,2958,785,2036
Fife,201807,Other,5889,1682,4006
Fife,201807,Other,200,0,191
Fife,201807,Other,333,0,320
Fife,201807,Other,1810,12,1652
Forth Valley,201807,Other,1720,0,1297
Forth Valley,201807,Other,5719,1488,3317
Grampian,201807,Other,5221,1356,3240
Grampian,201807,Other,1287,143,1088
Grampian,201807,Other,129,NA,NA
Grampian,201807,Other,13,NA,NA
Grampian,201807,Other,45,NA,NA
Grampian,201807,Other,1347,NA,NA
Grampian,201807,Other,698,NA,NA
Grampian,201807,Other,292,NA,NA
Grampian,201807,Other,168,NA,NA
Grampian,201807,Other,346,NA,NA
Grampian,201807,Other,2300,389,1881
Grampian,201807,Other,68,NA,NA
Grampian,201807,Other,11,NA,NA
Grampian,201807,Other,103,NA,NA
Grampian,201807,Other,20,NA,NA
Grampian,201807,Other,141,NA,NA
Grampian,201807,Other,39,NA,NA
Greater Glasgow and Clyde,201807,Other,1653,211,1350
Greater Glasgow and Clyde,201807,Other,2914,673,2018
Greater Glasgow and Clyde,201807,Other,5657,1717,3715
Greater Glasgow and Clyde,201807,Other,8437,2442,5416
Greater Glasgow and Clyde,201807,Other,2029,0,1832
Greater Glasgow and Clyde,201807,Other,3130,0,2742
Greater Glasgow and Clyde,201807,Other,9231,2788,6145
Greater Glasgow and Clyde,201807,Other,4576,816,3748
Highland,201807,Other,801,NA,NA
Highland,201807,Other,160,NA,NA
Highland,201807,Other,399,NA,NA
Highland,201807,Other,752,169,562
Highland,201807,Other,546,NA,NA
Highland,201807,Other,154,NA,NA
Highland,201807,Other,775,184,585
Highland,201807,Other,60,NA,NA
Highland,201807,Other,3197,643,2536
Highland,201807,Other,416,NA,NA
Highland,201807,Other,59,NA,NA
Highland,201807,Other,1042,161,877
Highland,201807,Other,485,NA,NA
Highland,201807,Other,258,NA,NA
Highland,201807,Other,86,NA,NA
Highland,201807,Other,151,NA,NA
Highland,201807,Other,399,NA,NA
Highland,201807,Other,185,NA,NA
Highland,201807,Other,111,NA,NA
Lanarkshire,201807,Other,5934,1782,4015
Lanarkshire,201807,Other,79,NA,NA
Lanarkshire,201807,Other,72,NA,NA
Lanarkshire,201807,Other,5416,1638,3679
Lanarkshire,201807,Other,6230,1637,4486
Lothian,201807,Other,241,NA,NA
Lothian,201807,Other,4125,1066,3011
Lothian,201807,Other,4861,959,3830
Lothian,201807,Other,10354,2737,7451
Lothian,201807,Other,3380,405,2975
Orkney,201807,Other,590,137,448
Shetland,201807,Other,632,158,467
Tayside,201807,Other,4375,1282,2777
Tayside,201807,Other,2298,374,1563
Tayside,201807,Other,44,0,38
Tayside,201807,Other,385,1,370
Tayside,201807,Other,1420,0,1295
Tayside,201807,Other,139,0,131
Tayside,201807,Other,141,0,128
Tayside,201807,Other,650,0,611
Tayside,201807,Other,267,0,253
Tayside,201807,Other,219,0,206
Western Isles,201807,Other,85,NA,NA
Western Isles,201807,Other,655,185,443
Western Isles,201807,Other,205,15,187
Ayrshire and Arran,201808,Other,300,NA,NA
Ayrshire and Arran,201808,Other,84,NA,NA
Ayrshire and Arran,201808,Other,5885,1919,3631
Ayrshire and Arran,201808,Other,3383,890,2381
Ayrshire and Arran,201808,Other,96,NA,NA
Borders,201808,Other,7,NA,NA
Borders,201808,Other,101,NA,NA
Borders,201808,Other,11,NA,NA
Borders,201808,Other,48,NA,NA
Borders,201808,Other,2742,845,1687
Dumfries and Galloway,201808,Other,26,NA,NA
Dumfries and Galloway,201808,Other,48,NA,NA
Dumfries and Galloway,201808,Other,4,NA,NA
Dumfries and Galloway,201808,Other,25,0,21
Dumfries and Galloway,201808,Other,1205,77,1006
Dumfries and Galloway,201808,Other,2973,813,2034
Fife,201808,Other,5607,1626,3817
Fife,201808,Other,193,0,186
Fife,201808,Other,321,0,314
Fife,201808,Other,1835,14,1645
Forth Valley,201808,Other,1749,3,1335
Forth Valley,201808,Other,5489,1477,3073
Grampian,201808,Other,5247,1392,3396
Grampian,201808,Other,1323,130,1151
Grampian,201808,Other,135,NA,NA
Grampian,201808,Other,12,NA,NA
Grampian,201808,Other,33,NA,NA
Grampian,201808,Other,1291,NA,NA
Grampian,201808,Other,700,NA,NA
Grampian,201808,Other,251,NA,NA
Grampian,201808,Other,169,NA,NA
Grampian,201808,Other,349,NA,NA
Grampian,201808,Other,2183,392,1755
Grampian,201808,Other,59,NA,NA
Grampian,201808,Other,22,NA,NA
Grampian,201808,Other,110,NA,NA
Grampian,201808,Other,13,NA,NA
Grampian,201808,Other,115,NA,NA
Grampian,201808,Other,31,NA,NA
Greater Glasgow and Clyde,201808,Other,1629,225,1299
Greater Glasgow and Clyde,201808,Other,2716,631,1902
Greater Glasgow and Clyde,201808,Other,5656,1786,3639
Greater Glasgow and Clyde,201808,Other,8201,2466,5190
Greater Glasgow and Clyde,201808,Other,1882,1,1706
Greater Glasgow and Clyde,201808,Other,3121,0,2745
Greater Glasgow and Clyde,201808,Other,8856,2788,5684
Greater Glasgow and Clyde,201808,Other,4924,1053,3852
Highland,201808,Other,814,NA,NA
Highland,201808,Other,138,NA,NA
Highland,201808,Other,367,NA,NA
Highland,201808,Other,769,193,557
Highland,201808,Other,513,NA,NA
Highland,201808,Other,182,NA,NA
Highland,201808,Other,759,176,581
Highland,201808,Other,64,NA,NA
Highland,201808,Other,3339,782,2542
Highland,201808,Other,408,NA,NA
Highland,201808,Other,68,NA,NA
Highland,201808,Other,1008,140,862
Highland,201808,Other,476,NA,NA
Highland,201808,Other,277,NA,NA
Highland,201808,Other,78,NA,NA
Highland,201808,Other,187,NA,NA
Highland,201808,Other,399,NA,NA
Highland,201808,Other,219,NA,NA
Highland,201808,Other,87,NA,NA
Lanarkshire,201808,Other,5816,1744,3947
Lanarkshire,201808,Other,47,NA,NA
Lanarkshire,201808,Other,61,NA,NA
Lanarkshire,201808,Other,5741,1720,3936
Lanarkshire,201808,Other,6231,1872,4230
Lothian,201808,Other,205,NA,NA
Lothian,201808,Other,4394,1118,3259
Lothian,201808,Other,4956,1071,3827
Lothian,201808,Other,10866,2871,7846
Lothian,201808,Other,3644,486,3155
Orkney,201808,Other,622,146,470
Shetland,201808,Other,658,151,497
Tayside,201808,Other,4367,1308,2757
Tayside,201808,Other,2179,335,1472
Tayside,201808,Other,29,0,26
Tayside,201808,Other,332,0,315
Tayside,201808,Other,1326,0,1221
Tayside,201808,Other,133,0,128
Tayside,201808,Other,87,0,78
Tayside,201808,Other,566,0,540
Tayside,201808,Other,207,0,198
Tayside,201808,Other,268,0,243
Western Isles,201808,Other,71,NA,NA
Western Isles,201808,Other,595,161,409
Western Isles,201808,Other,165,10,154
Ayrshire and Arran,201809,Other,238,NA,NA
Ayrshire and Arran,201809,Other,59,NA,NA
Ayrshire and Arran,201809,Other,6059,1982,3785
Ayrshire and Arran,201809,Other,3232,852,2239
Ayrshire and Arran,201809,Other,77,NA,NA
Borders,201809,Other,6,NA,NA
Borders,201809,Other,68,NA,NA
Borders,201809,Other,8,NA,NA
Borders,201809,Other,43,NA,NA
Borders,201809,Other,2627,844,1588
Dumfries and Galloway,201809,Other,24,NA,NA
Dumfries and Galloway,201809,Other,44,NA,NA
Dumfries and Galloway,201809,Other,1,NA,NA
Dumfries and Galloway,201809,Other,9,0,8
Dumfries and Galloway,201809,Other,1074,75,887
Dumfries and Galloway,201809,Other,2843,840,1874
Fife,201809,Other,5537,1596,3751
Fife,201809,Other,142,2,128
Fife,201809,Other,317,0,301
Fife,201809,Other,1752,15,1569
Forth Valley,201809,Other,1734,1,1300
Forth Valley,201809,Other,5467,1438,3090
Grampian,201809,Other,5125,1357,3235
Grampian,201809,Other,1533,148,1352
Grampian,201809,Other,98,NA,NA
Grampian,201809,Other,4,NA,NA
Grampian,201809,Other,29,NA,NA
Grampian,201809,Other,1236,NA,NA
Grampian,201809,Other,675,NA,NA
Grampian,201809,Other,278,NA,NA
Grampian,201809,Other,154,NA,NA
Grampian,201809,Other,254,NA,NA
Grampian,201809,Other,2230,364,1836
Grampian,201809,Other,61,NA,NA
Grampian,201809,Other,12,NA,NA
Grampian,201809,Other,78,NA,NA
Grampian,201809,Other,15,NA,NA
Grampian,201809,Other,119,NA,NA
Grampian,201809,Other,39,NA,NA
Greater Glasgow and Clyde,201809,Other,1527,171,1255
Greater Glasgow and Clyde,201809,Other,2635,640,1835
Greater Glasgow and Clyde,201809,Other,5574,1708,3646
Greater Glasgow and Clyde,201809,Other,8001,2333,5166
Greater Glasgow and Clyde,201809,Other,1823,0,1662
Greater Glasgow and Clyde,201809,Other,2968,1,2639
Greater Glasgow and Clyde,201809,Other,8641,2709,5573
Greater Glasgow and Clyde,201809,Other,5344,1084,4239
Highland,201809,Other,692,NA,NA
Highland,201809,Other,112,NA,NA
Highland,201809,Other,357,NA,NA
Highland,201809,Other,645,175,456
Highland,201809,Other,491,NA,NA
Highland,201809,Other,207,NA,NA
Highland,201809,Other,670,205,462
Highland,201809,Other,37,NA,NA
Highland,201809,Other,3069,766,2282
Highland,201809,Other,407,NA,NA
Highland,201809,Other,66,NA,NA
Highland,201809,Other,866,153,710
Highland,201809,Other,446,NA,NA
Highland,201809,Other,213,NA,NA
Highland,201809,Other,49,NA,NA
Highland,201809,Other,157,NA,NA
Highland,201809,Other,391,NA,NA
Highland,201809,Other,116,NA,NA
Highland,201809,Other,76,NA,NA
Lanarkshire,201809,Other,5689,1773,3752
Lanarkshire,201809,Other,67,NA,NA
Lanarkshire,201809,Other,62,NA,NA
Lanarkshire,201809,Other,5445,1483,3863
Lanarkshire,201809,Other,5970,1708,4143
Lothian,201809,Other,181,NA,NA
Lothian,201809,Other,3951,1019,2920
Lothian,201809,Other,4909,1003,3819
Lothian,201809,Other,10111,2692,7241
Lothian,201809,Other,3966,554,3412
Orkney,201809,Other,572,157,407
Shetland,201809,Other,589,147,435
Tayside,201809,Other,4354,1297,2749
Tayside,201809,Other,2258,361,1542
Tayside,201809,Other,42,0,34
Tayside,201809,Other,279,0,264
Tayside,201809,Other,1382,0,1268
Tayside,201809,Other,108,0,104
Tayside,201809,Other,76,0,72
Tayside,201809,Other,497,0,485
Tayside,201809,Other,149,0,139
Tayside,201809,Other,270,0,251
Western Isles,201809,Other,53,NA,NA
Western Isles,201809,Other,540,149,381
Western Isles,201809,Other,195,14,180
Ayrshire and Arran,201810,Other,231,NA,NA
Ayrshire and Arran,201810,Other,51,NA,NA
Ayrshire and Arran,201810,Other,6216,2144,3744
Ayrshire and Arran,201810,Other,3166,825,2190
Ayrshire and Arran,201810,Other,80,NA,NA
Borders,201810,Other,14,NA,NA
Borders,201810,Other,73,NA,NA
Borders,201810,Other,9,NA,NA
Borders,201810,Other,39,NA,NA
Borders,201810,Other,2726,907,1653
Dumfries and Galloway,201810,Other,14,NA,NA
Dumfries and Galloway,201810,Other,37,NA,NA
Dumfries and Galloway,201810,Other,1,NA,NA
Dumfries and Galloway,201810,Other,6,0,6
Dumfries and Galloway,201810,Other,1078,77,888
Dumfries and Galloway,201810,Other,2725,837,1775
Fife,201810,Other,5479,1657,3625
Fife,201810,Other,156,0,144
Fife,201810,Other,313,0,300
Fife,201810,Other,1603,19,1458
Forth Valley,201810,Other,1692,0,1268
Forth Valley,201810,Other,5370,1438,3084
Grampian,201810,Other,5076,1344,3278
Grampian,201810,Other,1163,123,998
Grampian,201810,Other,102,NA,NA
Grampian,201810,Other,4,NA,NA
Grampian,201810,Other,30,NA,NA
Grampian,201810,Other,1186,NA,NA
Grampian,201810,Other,544,NA,NA
Grampian,201810,Other,263,NA,NA
Grampian,201810,Other,129,NA,NA
Grampian,201810,Other,277,NA,NA
Grampian,201810,Other,1850,377,1445
Grampian,201810,Other,47,NA,NA
Grampian,201810,Other,25,NA,NA
Grampian,201810,Other,98,NA,NA
Grampian,201810,Other,20,NA,NA
Grampian,201810,Other,72,NA,NA
Grampian,201810,Other,43,NA,NA
Greater Glasgow and Clyde,201810,Other,1463,211,1158
Greater Glasgow and Clyde,201810,Other,2792,703,1961
Greater Glasgow and Clyde,201810,Other,5610,1828,3551
Greater Glasgow and Clyde,201810,Other,8120,2436,5175
Greater Glasgow and Clyde,201810,Other,1798,0,1652
Greater Glasgow and Clyde,201810,Other,2924,0,2632
Greater Glasgow and Clyde,201810,Other,8714,2770,5586
Greater Glasgow and Clyde,201810,Other,5409,1176,4219
Highland,201810,Other,703,NA,NA
Highland,201810,Other,84,NA,NA
Highland,201810,Other,305,NA,NA
Highland,201810,Other,602,170,418
Highland,201810,Other,444,NA,NA
Highland,201810,Other,148,NA,NA
Highland,201810,Other,680,198,479
Highland,201810,Other,36,NA,NA
Highland,201810,Other,2842,713,2113
Highland,201810,Other,401,NA,NA
Highland,201810,Other,50,NA,NA
Highland,201810,Other,750,139,604
Highland,201810,Other,356,NA,NA
Highland,201810,Other,169,NA,NA
Highland,201810,Other,38,NA,NA
Highland,201810,Other,156,NA,NA
Highland,201810,Other,316,NA,NA
Highland,201810,Other,130,NA,NA
Highland,201810,Other,76,NA,NA
Lanarkshire,201810,Other,5872,1885,3854
Lanarkshire,201810,Other,54,NA,NA
Lanarkshire,201810,Other,45,NA,NA
Lanarkshire,201810,Other,5392,1601,3703
Lanarkshire,201810,Other,5991,1813,4064
Lothian,201810,Other,181,NA,NA
Lothian,201810,Other,4066,1148,2916
Lothian,201810,Other,4791,1053,3674
Lothian,201810,Other,10190,2775,7289
Lothian,201810,Other,4024,609,3414
Orkney,201810,Other,493,140,347
Shetland,201810,Other,653,162,481
Tayside,201810,Other,4041,1211,2558
Tayside,201810,Other,2030,330,1392
Tayside,201810,Other,40,0,34
Tayside,201810,Other,252,0,242
Tayside,201810,Other,1192,0,1054
Tayside,201810,Other,99,0,92
Tayside,201810,Other,60,0,51
Tayside,201810,Other,526,0,501
Tayside,201810,Other,68,0,63
Tayside,201810,Other,256,0,233
Western Isles,201810,Other,62,NA,NA
Western Isles,201810,Other,514,150,339
Western Isles,201810,Other,149,15,133
Ayrshire and Arran,201811,Other,177,NA,NA
Ayrshire and Arran,201811,Other,38,NA,NA
Ayrshire and Arran,201811,Other,6021,2166,3505
Ayrshire and Arran,201811,Other,3051,869,2034
Ayrshire and Arran,201811,Other,56,NA,NA
Borders,201811,Other,7,NA,NA
Borders,201811,Other,65,NA,NA
Borders,201811,Other,11,NA,NA
Borders,201811,Other,50,NA,NA
Borders,201811,Other,2445,857,1429
Dumfries and Galloway,201811,Other,26,NA,NA
Dumfries and Galloway,201811,Other,38,NA,NA
Dumfries and Galloway,201811,Other,1,NA,NA
Dumfries and Galloway,201811,Other,13,0,11
Dumfries and Galloway,201811,Other,957,71,783
Dumfries and Galloway,201811,Other,2677,871,1699
Fife,201811,Other,5412,1610,3629
Fife,201811,Other,132,1,126
Fife,201811,Other,293,0,278
Fife,201811,Other,1621,20,1468
Forth Valley,201811,Other,1587,2,1212
Forth Valley,201811,Other,5207,1373,2923
Grampian,201811,Other,4723,1219,3081
Grampian,201811,Other,1269,128,1076
Grampian,201811,Other,83,NA,NA
Grampian,201811,Other,3,NA,NA
Grampian,201811,Other,32,NA,NA
Grampian,201811,Other,1197,NA,NA
Grampian,201811,Other,560,NA,NA
Grampian,201811,Other,229,NA,NA
Grampian,201811,Other,126,NA,NA
Grampian,201811,Other,256,NA,NA
Grampian,201811,Other,2061,410,1620
Grampian,201811,Other,43,NA,NA
